item_id,topic_id,spanish,russian,item_type,gender,number,tags,example_es,example_ru,accepted_answers_es,accepted_answers_ru,explanation,status
v0500,family,el papá,папа,noun,m,singular,"family,a1",Mi abuela vive cerca.,Моя бабушка живёт рядом.,papá,папа,Базовая лексика по теме «Семья».,active
v0501,family,el hijo,сын,noun,m,singular,"family,a1",Mi abuelo tiene setenta años.,Моему дедушке семьдесят лет.,hijo,сын,Базовая лексика по теме «Семья».,active
v0502,family,la hija,дочь,noun,f,singular,"family,a1",Mi primo juega al fútbol.,Мой двоюродный брат играет в футбол.,hija,дочь,Базовая лексика по теме «Семья».,active
v0503,family,el hermano,брат,noun,m,singular,"family,a1",Visitamos a nuestros tíos.,Мы навещаем наших дядю и тётю.,hermano,брат,Базовая лексика по теме «Семья».,active
v0504,family,la hermana,сестра,noun,f,singular,"family,a1",Mi madre cocina muy bien.,Моя мама очень хорошо готовит.,hermana,сестра,Базовая лексика по теме «Семья».,active
v0505,family,el bebé,младенец,noun,m,singular,"family,a1",Mi padre trabaja en Madrid.,Мой папа работает в Мадриде.,bebé,младенец,Базовая лексика по теме «Семья».,active
v0506,family,el niño,мальчик,noun,m,singular,"family,a1",Mi hermano estudia español.,Мой брат изучает испанский.,niño,мальчик,Базовая лексика по теме «Семья».,active
v0507,family,la niña,девочка,noun,f,singular,"family,a1",Tengo una hermana menor.,У меня есть младшая сестра.,niña,девочка,Базовая лексика по теме «Семья».,active
v0508,family,el marido,муж,noun,m,singular,"family,a1",Mi abuela vive cerca.,Моя бабушка живёт рядом.,marido,муж,Базовая лексика по теме «Семья».,active
v0509,family,la mujer,жена,noun,f,singular,"family,a1",Mi abuelo tiene setenta años.,Моему дедушке семьдесят лет.,mujer,жена,Базовая лексика по теме «Семья».,active
v0510,family,el esposo,супруг,noun,m,singular,"family,a1",Mi primo juega al fútbol.,Мой двоюродный брат играет в футбол.,esposo,супруг,Базовая лексика по теме «Семья».,active
v0511,family,la esposa,супруга,noun,f,singular,"family,a1",Visitamos a nuestros tíos.,Мы навещаем наших дядю и тётю.,esposa,супруга,Базовая лексика по теме «Семья».,active
v0512,family,el novio,парень,noun,m,singular,"family,a1",Mi madre cocina muy bien.,Моя мама очень хорошо готовит.,novio,парень,Базовая лексика по теме «Семья».,active
v0513,family,la novia,девушка,noun,f,singular,"family,a1",Mi padre trabaja en Madrid.,Мой папа работает в Мадриде.,novia,девушка,Базовая лексика по теме «Семья».,active
v0514,family,la pareja,пара,noun,f,singular,"family,a1",Mi hermano estudia español.,Мой брат изучает испанский.,pareja,пара,Базовая лексика по теме «Семья».,active
v0515,family,el abuelo,дедушка,noun,m,singular,"family,a1",Tengo una hermana menor.,У меня есть младшая сестра.,abuelo,дедушка,Базовая лексика по теме «Семья».,active
v0516,family,la abuela,бабушка,noun,f,singular,"family,a1",Mi abuela vive cerca.,Моя бабушка живёт рядом.,abuela,бабушка,Базовая лексика по теме «Семья».,active
v0517,family,el bisabuelo,прадедушка,noun,m,singular,"family,a1",Mi abuelo tiene setenta años.,Моему дедушке семьдесят лет.,bisabuelo,прадедушка,Базовая лексика по теме «Семья».,active
v0518,family,la bisabuela,прабабушка,noun,f,singular,"family,a1",Mi primo juega al fútbol.,Мой двоюродный брат играет в футбол.,bisabuela,прабабушка,Базовая лексика по теме «Семья».,active
v0519,family,el nieto,внук,noun,m,singular,"family,a1",Visitamos a nuestros tíos.,Мы навещаем наших дядю и тётю.,nieto,внук,Базовая лексика по теме «Семья».,active
v0520,family,la nieta,внучка,noun,f,singular,"family,a1",Mi madre cocina muy bien.,Моя мама очень хорошо готовит.,nieta,внучка,Базовая лексика по теме «Семья».,active
v0521,family,el tío,дядя,noun,m,singular,"family,a1",Mi padre trabaja en Madrid.,Мой папа работает в Мадриде.,tío,дядя,Базовая лексика по теме «Семья».,active
